"AnoYear","BanderaFlag","ArteGear","EspeciesSpecies","t"
2005,"CRI","LL","SFA",767.00
2005,"CRI","LL","SKH",2192.00
2005,"CRI","LL","SWO",191.00
2005,"CRI","LL","YFT",1791.00
2005,"ECU","LL","BET",39.00
2005,"ECU","PS","BET",30507.00
2005,"ECU","PS","BIL",2.00
2005,"ECU","PS","BKJ",141.00
2005,"ECU","PS","BLM",44.00
2005,"ECU","PS","BUM",102.00
2005,"ECU","PS","BZX",40.00
2005,"ECU","PS","CGX",8.00
2005,"ECU","PS","DOX",532.00
2005,"ECU","PS","MLS",11.00
2005,"ECU","PS","MZZ",299.00
2005,"ECU","PS","SFA",0.00
2005,"ECU","PS","SKH",26.00
2005,"ECU","PS","SKJ",140927.00
2005,"ECU","PS","SRX",1.00
2005,"ECU","PS","SSP",0.00
2005,"ECU","PS","SWO",1.00
2005,"ECU","PS","TUN",28.00
2005,"ECU","PS","YFT",40596.00
2005,"EU (ESP)","LL","BIL",245.00
2005,"EU (ESP)","LL","MZZ",180.00
2005,"EU (ESP)","LL","SKH",4283.00
2005,"EU (ESP)","LL","SWO",4962.00
2005,"EU (ESP)","LL","TUN",362.00
2005,"EU (ESP)","PS","BET",3831.00
2005,"EU (ESP)","PS","BLM",6.00
2005,"EU (ESP)","PS","BUM",39.00
2005,"EU (ESP)","PS","CGX",0.00
2005,"EU (ESP)","PS","DOX",70.00
2005,"EU (ESP)","PS","MLS",1.00
2005,"EU (ESP)","PS","MZZ",39.00
2005,"EU (ESP)","PS","SFA",0.00
2005,"EU (ESP)","PS","SKH",1.00
2005,"EU (ESP)","PS","SKJ",9224.00
2005,"EU (ESP)","PS","SRX",0.00
2005,"EU (ESP)","PS","SSP",0.00
2005,"EU (ESP)","PS","YFT",11947.00
2005,"FRA (PYF)","LL","ALB",1572.00
2005,"FRA (PYF)","LL","BET",398.00
2005,"FRA (PYF)","LL","BLM",0.00
2005,"FRA (PYF)","LL","BUM",156.00
2005,"FRA (PYF)","LL","DOX",49.00
2005,"FRA (PYF)","LL","MLS",53.00
2005,"FRA (PYF)","LL","MZZ",214.00
2005,"FRA (PYF)","LL","SFA",2.00
2005,"FRA (PYF)","LL","SKH",156.00
2005,"FRA (PYF)","LL","SKJ",14.00
2005,"FRA (PYF)","LL","SSP",6.00
2005,"FRA (PYF)","LL","SWO",51.00
2005,"FRA (PYF)","LL","YFT",530.00
2005,"GTM","LL","BIL",4.00
2005,"GTM","LL","DOX",7.00
2005,"GTM","LL","SKH",194.00
2005,"GTM","LL","SWO",0.00
2005,"HND","PS","BET",1579.00
2005,"HND","PS","BIL",0.00
2005,"HND","PS","BKJ",0.00
2005,"HND","PS","BLM",0.00
2005,"HND","PS","BUM",4.00
2005,"HND","PS","CGX",0.00
2005,"HND","PS","DOX",10.00
2005,"HND","PS","MZZ",7.00
2005,"HND","PS","SFA",0.00
2005,"HND","PS","SKH",0.00
2005,"HND","PS","SKJ",3802.00
2005,"HND","PS","SRX",0.00
2005,"HND","PS","SSP",0.00
2005,"HND","PS","TUN",0.00
2005,"HND","PS","YFT",4924.00
2005,"JPN","LL","ALB",2593.00
2005,"JPN","LL","BET",19113.00
2005,"JPN","LL","BLM",32.00
2005,"JPN","LL","BUM",1300.00
2005,"JPN","LL","MLS",708.00
2005,"JPN","LL","PBF",0.00
2005,"JPN","LL","SFA",6.00
2005,"JPN","LL","SKJ",40.00
2005,"JPN","LL","SSP",217.00
2005,"JPN","LL","SWO",1756.00
2005,"JPN","LL","YFT",3966.00
2005,"KOR","LL","ALB",172.00
2005,"KOR","LL","BET",11580.00
2005,"KOR","LL","BIL",3.00
2005,"KOR","LL","BUM",399.00
2005,"KOR","LL","MLS",72.00
2005,"KOR","LL","MZZ",46.00
2005,"KOR","LL","SWO",287.00
2005,"KOR","LL","YFT",532.00
2005,"MEX","LP","SKJ",1299.00
2005,"MEX","LP","YFT",1822.00
2005,"MEX","PS","BET",0.00
2005,"MEX","PS","BIL",1.00
2005,"MEX","PS","BKJ",1193.00
2005,"MEX","PS","BLM",7.00
2005,"MEX","PS","BUM",15.00
2005,"MEX","PS","BZX",273.00
2005,"MEX","PS","CGX",69.00
2005,"MEX","PS","DOX",16.00
2005,"MEX","PS","MLS",12.00
2005,"MEX","PS","MZZ",6.00
2005,"MEX","PS","PBF",4542.00
2005,"MEX","PS","SFA",13.00
2005,"MEX","PS","SKH",102.00
2005,"MEX","PS","SKJ",32271.00
2005,"MEX","PS","SRX",1.00
2005,"MEX","PS","SSP",0.00
2005,"MEX","PS","SWO",1.00
2005,"MEX","PS","TUN",92.00
2005,"MEX","PS","YFT",110898.00
2005,"MEX","RG","MLS",553.00
2005,"NIC","LL","BIL",1.00
2005,"NIC","LL","DOX",204.00
2005,"NIC","LL","SFA",11.00
2005,"NIC","LL","SKH",236.00
2005,"NIC","LL","SWO",2.00
2005,"NIC","LL","YFT",18.00
2005,"NIC","PS","BET",1551.00
2005,"NIC","PS","BIL",0.00
2005,"NIC","PS","BKJ",0.00
2005,"NIC","PS","BLM",6.00
2005,"NIC","PS","BUM",3.00
2005,"NIC","PS","CGX",0.00
2005,"NIC","PS","DOX",6.00
2005,"NIC","PS","MLS",1.00
2005,"NIC","PS","MZZ",2.00
2005,"NIC","PS","SFA",2.00
2005,"NIC","PS","SKH",1.00
2005,"NIC","PS","SKJ",3735.00
2005,"NIC","PS","SRX",0.00
2005,"NIC","PS","SSP",0.00
2005,"NIC","PS","SWO",0.00
2005,"NIC","PS","TUN",0.00
2005,"NIC","PS","YFT",4838.00
2005,"OTR","LL","BIL",1.00
2005,"OTR","LL","BXQ",4.00
2005,"OTR","LL","DOX",2.00
2005,"OTR","LL","MLS",0.00
2005,"OTR","LL","MZZ",0.00
2005,"OTR","LL","SFA",3.00
2005,"OTR","LL","SKH",217.00
2005,"OTR","LL","SWO",153.00
2005,"OTR","LL","TUN",1.00
2005,"OTR","LL","YFT",1.00
2005,"OTR","PS","ALB",2.00
2005,"OTR","PS","BET",8449.00
2005,"OTR","PS","BIL",0.00
2005,"OTR","PS","BKJ",16.00
2005,"OTR","PS","BLM",8.00
2005,"OTR","PS","BUM",11.00
2005,"OTR","PS","CGX",0.00
2005,"OTR","PS","DOX",86.00
2005,"OTR","PS","MLS",1.00
2005,"OTR","PS","MZZ",36.00
2005,"OTR","PS","PBF",201.00
2005,"OTR","PS","SFA",0.00
2005,"OTR","PS","SKH",2.00
2005,"OTR","PS","SKJ",20347.00
2005,"OTR","PS","SRX",0.00
2005,"OTR","PS","SSP",0.00
2005,"OTR","PS","SWO",0.00
2005,"OTR","PS","TUN",0.00
2005,"OTR","PS","YFT",26352.00
2005,"PAN","LL","ALB",91.00
2005,"PAN","LL","BET",30.00
2005,"PAN","LL","DOX",410.00
2005,"PAN","LL","SKH",803.00
2005,"PAN","LL","SKJ",94.00
2005,"PAN","LL","YFT",1782.00
2005,"PAN","PS","BET",10707.00
2005,"PAN","PS","BIL",1.00
2005,"PAN","PS","BKJ",8.00
2005,"PAN","PS","BLM",13.00
2005,"PAN","PS","BUM",28.00
2005,"PAN","PS","BZX",0.00
2005,"PAN","PS","CGX",1.00
2005,"PAN","PS","DOX",99.00
2005,"PAN","PS","MLS",5.00
2005,"PAN","PS","MZZ",44.00
2005,"PAN","PS","SFA",5.00
2005,"PAN","PS","SKH",11.00
2005,"PAN","PS","SKJ",25782.00
2005,"PAN","PS","SRX",1.00
2005,"PAN","PS","SSP",0.00
2005,"PAN","PS","SWO",0.00
2005,"PAN","PS","TUN",8.00
2005,"PAN","PS","YFT",33393.00
2005,"PER","OTR","SKJ",1398.00
2005,"PER","OTR","YFT",708.00
2005,"PER","UNK","DOX",8284.00
2005,"PER","UNK","SFA",15.00
2005,"PER","UNK","SKJ",365.00
2005,"PER","UNK","SWO",28.00
2005,"PER","UNK","TUN",427.00
2005,"PER","UNK","YFT",458.00
2005,"SLV","PS","BET",2074.00
2005,"SLV","PS","BIL",0.00
2005,"SLV","PS","BKJ",73.00
2005,"SLV","PS","BLM",1.00
2005,"SLV","PS","BUM",1.00
2005,"SLV","PS","CGX",0.00
2005,"SLV","PS","DOX",13.00
2005,"SLV","PS","MLS",0.00
2005,"SLV","PS","MZZ",1.00
2005,"SLV","PS","SFA",0.00
2005,"SLV","PS","SKH",0.00
2005,"SLV","PS","SKJ",4995.00
2005,"SLV","PS","SRX",0.00
2005,"SLV","PS","TUN",60.00
2005,"SLV","PS","YFT",6470.00
2005,"TWN","LL","ALB",3300.00
2005,"TWN","LL","BET",6441.00
2005,"TWN","LL","BIL",37.00
2005,"TWN","LL","BLM",5.00
2005,"TWN","LL","BUM",636.00
2005,"TWN","LL","MLS",339.00
2005,"TWN","LL","SKH",1189.00
2005,"TWN","LL","SKJ",66.00
2005,"TWN","LL","SWO",810.00
2005,"TWN","LL","YFT",2422.00
2005,"UNK","LTL","ALB",71.00
2005,"USA","GN","ALB",20.00
2005,"USA","GN","PBF",5.00
2005,"USA","GN","SKH",216.00
2005,"USA","GN","SWO",220.00
2005,"USA","GN","YFT",2.00
2005,"USA","HAR","SKH",1.00
2005,"USA","HAR","SWO",76.00
2005,"USA","LL","ALB",13.00
2005,"USA","LL","BET",536.00
2005,"USA","LL","BUM",17.00
2005,"USA","LL","DOX",21.00
2005,"USA","LL","MLS",21.00
2005,"USA","LL","MZZ",118.00
2005,"USA","LL","SKH",12.00
2005,"USA","LL","SKJ",1.00
2005,"USA","LL","SSP",6.00
2005,"USA","LL","SWO",157.00
2005,"USA","LL","YFT",7.00
2005,"USA","LP","ALB",66.00
2005,"USA","LP","SKH",4.00
2005,"USA","LTL","ALB",9033.00
2005,"USA","RG","ALB",1719.00
2005,"USA","RG","BET",1.00
2005,"USA","RG","PBF",72.00
2005,"USA","RG","SKJ",17.00
2005,"USA","RG","YFT",574.00
2005,"USA","UNK","PBF",3.00
2005,"USA","UNK","SKH",3.00
2005,"USA","UNK","SWO",1.00
2005,"VEN","PS","BET",9197.00
2005,"VEN","PS","BIL",1.00
2005,"VEN","PS","BKJ",41.00
2005,"VEN","PS","BLM",11.00
2005,"VEN","PS","BUM",6.00
2005,"VEN","PS","CGX",2.00
2005,"VEN","PS","DOX",31.00
2005,"VEN","PS","MLS",7.00
2005,"VEN","PS","MZZ",5.00
2005,"VEN","PS","SFA",11.00
2005,"VEN","PS","SKH",49.00
2005,"VEN","PS","SKJ",22146.00
2005,"VEN","PS","SRX",1.00
2005,"VEN","PS","SWO",0.00
2005,"VEN","PS","TUN",2.00
2005,"VEN","PS","YFT",28684.00
2005,"VUT","LL","ALB",668.00
2005,"VUT","LL","BET",318.00
2005,"VUT","LL","BLM",1.00
2005,"VUT","LL","BUM",21.00
2005,"VUT","LL","MLS",10.00
2005,"VUT","LL","MZZ",77.00
2005,"VUT","LL","SKH",10.00
2005,"VUT","LL","SWO",25.00
2005,"VUT","LL","YFT",51.00
2006,"BLZ","LL","ALB",8.00
2006,"BLZ","LL","BET",75.00
2006,"BLZ","LL","BIL",375.00
2006,"BLZ","LL","DOX",12.00
2006,"BLZ","LL","SFA",26.00
2006,"BLZ","LL","SKH",2582.00
2006,"BLZ","LL","SKJ",13.00
2006,"BLZ","LL","SWO",173.00
2006,"BLZ","LL","YFT",105.00
2006,"CAN","LTL","ALB",5833.00
2006,"CHL","GN","SWO",1766.00
2006,"CHL","HAR","SWO",10.00
2006,"CHL","LHP","SWO",0.00
2006,"CHL","LL","SWO",1259.00
2006,"CHL","LTL","SWO",3.00
2006,"CHL","UNK","ALB",5.00
2006,"CHL","UNK","BET",36.00
2006,"CHL","UNK","BZX",3.00
2006,"CHL","UNK","DOX",517.00
2006,"CHL","UNK","YFT",79.00
2006,"CHN","LL","ALB",14.00
2006,"CHN","LL","BET",709.00
2006,"CHN","LL","BUM",12.00
2006,"CHN","LL","MLS",3.00
2006,"CHN","LL","MZZ",2.00
2006,"CHN","LL","SFA",0.00
2006,"CHN","LL","SKH",9.00
2006,"CHN","LL","SSP",1.00
2006,"CHN","LL","SWO",12.00
2006,"CHN","LL","YFT",246.00
2006,"CRI","LL","BET",18.00
2006,"CRI","LL","BUM",536.00
2006,"CRI","LL","DOX",2915.00
2006,"CRI","LL","MLS",216.00
2006,"CRI","LL","SFA",972.00
2006,"CRI","LL","SKH",1698.00
2006,"CRI","LL","SWO",444.00
2006,"CRI","LL","YFT",1402.00
2006,"ECU","LL","BET",120.00
2006,"ECU","PS","BET",39302.00
2006,"ECU","PS","BIL",7.00
2006,"ECU","PS","BKJ",80.00
2006,"ECU","PS","BLM",59.00
2006,"ECU","PS","BUM",68.00
2006,"ECU","PS","CGX",6.00
2006,"ECU","PS","DOX",505.00
2006,"ECU","PS","MLS",27.00
2006,"ECU","PS","MZZ",323.00
2006,"ECU","PS","SFA",1.00
2006,"ECU","PS","SKH",19.00
2006,"ECU","PS","SKJ",138490.00
2006,"ECU","PS","SRX",0.00
2006,"ECU","PS","SSP",0.00
2006,"ECU","PS","SWO",1.00
2006,"ECU","PS","TUN",17.00
2006,"ECU","PS","YFT",26049.00
2006,"EU (ESP)","LL","SWO",5149.00
2006,"EU (ESP)","PS","BET",5264.00
2006,"EU (ESP)","PS","BIL",11.00
2006,"EU (ESP)","PS","BLM",7.00
2006,"EU (ESP)","PS","BUM",10.00
2006,"EU (ESP)","PS","CGX",1.00
2006,"EU (ESP)","PS","DOX",34.00
2006,"EU (ESP)","PS","MLS",2.00
2006,"EU (ESP)","PS","MZZ",28.00
2006,"EU (ESP)","PS","SFA",0.00
2006,"EU (ESP)","PS","SKH",0.00
2006,"EU (ESP)","PS","SKJ",16668.00
2006,"EU (ESP)","PS","SRX",0.00
2006,"EU (ESP)","PS","SSP",0.00
2006,"EU (ESP)","PS","YFT",8409.00
2006,"FRA (PYF)","LL","ALB",2273.00
2006,"FRA (PYF)","LL","BET",388.00
2006,"FRA (PYF)","LL","BUM",207.00
2006,"FRA (PYF)","LL","DOX",88.00
2006,"FRA (PYF)","LL","MLS",95.00
2006,"FRA (PYF)","LL","MZZ",253.00
2006,"FRA (PYF)","LL","SFA",1.00
2006,"FRA (PYF)","LL","SKH",116.00
2006,"FRA (PYF)","LL","SKJ",22.00
2006,"FRA (PYF)","LL","SSP",7.00
2006,"FRA (PYF)","LL","SWO",64.00
2006,"FRA (PYF)","LL","YFT",537.00
2006,"FRA (PYF)","UNK","ALB",114.00
2006,"FRA (PYF)","UNK","BUM",105.00
2006,"FRA (PYF)","UNK","DOX",381.00
2006,"FRA (PYF)","UNK","MZZ",100.00
2006,"FRA (PYF)","UNK","SKJ",899.00
2006,"FRA (PYF)","UNK","YFT",434.00
2006,"GTM","LL","BIL",4.00
2006,"GTM","LL","DOX",11.00
2006,"GTM","LL","SKH",109.00
2006,"GTM","LL","SWO",1.00
2006,"GTM","UNK","DOX",14.00
2006,"GTM","UNK","SKH",38.00
2006,"GTM","UNK","TUN",0.00
2006,"HND","PS","BET",1843.00
2006,"HND","PS","BIL",0.00
2006,"HND","PS","BLM",0.00
2006,"HND","PS","BUM",11.00
2006,"HND","PS","CGX",0.00
2006,"HND","PS","DOX",19.00
2006,"HND","PS","MLS",1.00
2006,"HND","PS","MZZ",16.00
2006,"HND","PS","SKH",1.00
2006,"HND","PS","SKJ",5836.00
2006,"HND","PS","SRX",0.00
2006,"HND","PS","SSP",0.00
2006,"HND","PS","YFT",2944.00
2006,"JPN","LL","ALB",2212.00
2006,"JPN","LL","BET",16235.00
2006,"JPN","LL","BLM",27.00
2006,"JPN","LL","BUM",870.00
2006,"JPN","LL","MLS",733.00
2006,"JPN","LL","PBF",0.00
2006,"JPN","LL","SFA",5.00
2006,"JPN","LL","SKJ",17.00
2006,"JPN","LL","SSP",222.00
2006,"JPN","LL","SWO",1622.00
2006,"JPN","LL","YFT",2968.00
2006,"KOR","LL","ALB",232.00
2006,"KOR","LL","BET",6732.00
2006,"KOR","LL","BLM",35.00
2006,"KOR","LL","BUM",540.00
2006,"KOR","LL","MLS",109.00
2006,"KOR","LL","SFA",0.00
2006,"KOR","LL","SKH",30.00
2006,"KOR","LL","SKJ",0.00
2006,"KOR","LL","SWO",738.00
2006,"KOR","LL","TUN",9.00
2006,"KOR","LL","YFT",928.00
2006,"MEX","GN","BXQ",1.00
2006,"MEX","GN","SWO",76.00
2006,"MEX","LL","BXQ",21.00
2006,"MEX","LL","DOX",13.00
2006,"MEX","LL","MZZ",0.00
2006,"MEX","LL","SKH",14711.00
2006,"MEX","LL","SWO",383.00
2006,"MEX","LL","TUN",3.00
2006,"MEX","LL","YFT",0.00
2006,"MEX","LP","BZX",12.00
2006,"MEX","LP","SKJ",435.00
2006,"MEX","LP","YFT",686.00
2006,"MEX","PS","ALB",109.00
2006,"MEX","PS","BET",6.00
2006,"MEX","PS","BKJ",1897.00
2006,"MEX","PS","BLM",12.00
2006,"MEX","PS","BUM",16.00
2006,"MEX","PS","BZX",3259.00
2006,"MEX","PS","CGX",233.00
2006,"MEX","PS","DOX",58.00
2006,"MEX","PS","MLS",11.00
2006,"MEX","PS","MZZ",9.00
2006,"MEX","PS","PBF",9927.00
2006,"MEX","PS","SFA",11.00
2006,"MEX","PS","SKH",124.00
2006,"MEX","PS","SKJ",16790.00
2006,"MEX","PS","SRX",0.00
2006,"MEX","PS","SSP",0.00
2006,"MEX","PS","SWO",2.00
2006,"MEX","PS","TUN",31.00
2006,"MEX","PS","YFT",69449.00
2006,"MEX","RG","MLS",490.00
2006,"NIC","LL","DOX",140.00
2006,"NIC","LL","MZZ",0.00
2006,"NIC","LL","SFA",0.00
2006,"NIC","LL","SKH",8.00
2006,"NIC","LL","TUN",18.00
2006,"NIC","LL","YFT",3.00
2006,"NIC","PS","BET",2652.00
2006,"NIC","PS","BIL",0.00
2006,"NIC","PS","BKJ",0.00
2006,"NIC","PS","BLM",6.00
2006,"NIC","PS","BUM",5.00
2006,"NIC","PS","CGX",0.00
2006,"NIC","PS","DOX",20.00
2006,"NIC","PS","MLS",1.00
2006,"NIC","PS","MZZ",9.00
2006,"NIC","PS","SFA",2.00
2006,"NIC","PS","SKH",9.00
2006,"NIC","PS","SKJ",8396.00
2006,"NIC","PS","SRX",0.00
2006,"NIC","PS","SWO",0.00
2006,"NIC","PS","TUN",1.00
2006,"NIC","PS","YFT",4236.00
2006,"OTR","LL","BIL",6.00
2006,"OTR","LL","DOX",10.00
2006,"OTR","LL","SFA",3.00
2006,"OTR","LL","SKH",23.00
2006,"OTR","PS","BET",12354.00
2006,"OTR","PS","BIL",0.00
2006,"OTR","PS","BKJ",5.00
2006,"OTR","PS","BLM",10.00
2006,"OTR","PS","BUM",17.00
2006,"OTR","PS","CGX",0.00
2006,"OTR","PS","DOX",125.00
2006,"OTR","PS","MLS",1.00
2006,"OTR","PS","MZZ",27.00
2006,"OTR","PS","SFA",0.00
2006,"OTR","PS","SKH",6.00
2006,"OTR","PS","SKJ",39116.00
2006,"OTR","PS","SRX",0.00
2006,"OTR","PS","SSP",0.00
2006,"OTR","PS","SWO",0.00
2006,"OTR","PS","TUN",0.00
2006,"OTR","PS","YFT",19735.00
2006,"PAN","LL","ALB",110.00
2006,"PAN","LL","BET",37.00
2006,"PAN","LL","DOX",209.00
2006,"PAN","LL","SKH",194.00
2006,"PAN","LL","SKJ",114.00
2006,"PAN","LL","YFT",2164.00
2006,"PAN","PS","BET",14099.00
2006,"PAN","PS","BIL",3.00
2006,"PAN","PS","BKJ",8.00
2006,"PAN","PS","BLM",20.00
2006,"PAN","PS","BUM",24.00
2006,"PAN","PS","CGX",2.00
2006,"PAN","PS","DOX",125.00
2006,"PAN","PS","MLS",6.00
2006,"PAN","PS","MZZ",28.00
2006,"PAN","PS","SFA",10.00
2006,"PAN","PS","SKH",10.00
2006,"PAN","PS","SKJ",44639.00
2006,"PAN","PS","SRX",0.00
2006,"PAN","PS","SSP",1.00
2006,"PAN","PS","SWO",4.00
2006,"PAN","PS","TUN",0.00
2006,"PAN","PS","YFT",22521.00
2006,"PER","UNK","DOX",12212.00
2006,"PER","UNK","SFA",35.00
2006,"PER","UNK","SKJ",73.00
2006,"PER","UNK","SWO",63.00
2006,"PER","UNK","TUN",192.00
2006,"PER","UNK","YFT",595.00
2006,"TWN","LL","ALB",4235.00
2006,"TWN","LL","BET",6412.00
2006,"TWN","LL","BIL",85.00
2006,"TWN","LL","BLM",5.00
2006,"TWN","LL","BUM",732.00
2006,"TWN","LL","MLS",521.00
2006,"TWN","LL","SKH",984.00
2006,"TWN","LL","SKJ",57.00
2006,"TWN","LL","SWO",1138.00
2006,"TWN","LL","YFT",1671.00
2006,"UNK","LTL","ALB",205.00
2006,"USA","GN","ALB",3.00
2006,"USA","GN","BET",4.00
2006,"USA","GN","PBF",0.00
2006,"USA","GN","SKH",134.00
2006,"USA","GN","SKJ",2.00
2006,"USA","GN","SWO",443.00
2006,"USA","GN","TUN",1.00
2006,"USA","GN","YFT",1.00
2006,"USA","HAR","SKH",2.00
2006,"USA","HAR","SWO",70.00
2006,"USA","LL","ALB",14.00
2006,"USA","LL","BET",85.00
2006,"USA","LL","DOX",6.00
2006,"USA","LL","MLS",2.00
2006,"USA","LL","MZZ",20.00
2006,"USA","LL","SKH",6.00
2006,"USA","LL","SKJ",1.00
2006,"USA","LL","SSP",1.00
2006,"USA","LL","SWO",61.00
2006,"USA","LL","YFT",21.00
2006,"USA","LP","ALB",1.00
2006,"USA","LP","DOX",2.00
2006,"USA","LP","SKH",7.00
2006,"USA","LTL","ALB",12524.00
2006,"USA","RG","ALB",296.00
2006,"USA","RG","BET",0.00
2006,"USA","RG","PBF",93.00
2006,"USA","RG","SKJ",12.00
2006,"USA","RG","YFT",349.00
2006,"USA","UNK","SKH",59.00
2006,"USA","UNK","SWO",1.00
2006,"VEN","PS","BET",8317.00
2006,"VEN","PS","BIL",1.00
2006,"VEN","PS","BKJ",9.00
2006,"VEN","PS","BLM",9.00
2006,"VEN","PS","BUM",12.00
2006,"VEN","PS","BZX",248.00
2006,"VEN","PS","CGX",5.00
2006,"VEN","PS","DOX",116.00
2006,"VEN","PS","MLS",4.00
2006,"VEN","PS","MZZ",54.00
2006,"VEN","PS","SFA",6.00
2006,"VEN","PS","SKH",60.00
2006,"VEN","PS","SKJ",26334.00
2006,"VEN","PS","SRX",2.00
2006,"VEN","PS","SSP",0.00
2006,"VEN","PS","TUN",0.00
2006,"VEN","PS","YFT",13286.00
2006,"VUT","LL","ALB",4734.00
2006,"VUT","LL","BET",960.00
2006,"VUT","LL","BLM",10.00
2006,"VUT","LL","BUM",36.00
2006,"VUT","LL","DOX",4.00
2006,"VUT","LL","MLS",56.00
2006,"VUT","LL","MZZ",326.00
2006,"VUT","LL","SFA",0.00
2006,"VUT","LL","SKH",109.00
2006,"VUT","LL","SKJ",0.00
2006,"VUT","LL","SWO",106.00
2006,"VUT","LL","TUN",0.00
2006,"VUT","LL","YFT",164.00
2007,"BLZ","LL","ALB",1.00
2007,"BLZ","LL","BET",93.00
2007,"BLZ","LL","BIL",0.00
2007,"BLZ","LL","BLM",14.00
2007,"BLZ","LL","BUM",134.00
2007,"BLZ","LL","DOX",17.00
2007,"BLZ","LL","MLS",171.00
2007,"BLZ","LL","SFA",8.00
2007,"BLZ","LL","SKH",2970.00
2007,"BLZ","LL","SKJ",11.00
2007,"BLZ","LL","SWO",202.00
2007,"BLZ","LL","YFT",42.00
2007,"CAN","LTL","ALB",6040.00
2007,"CHL","GN","SWO",1978.00
2007,"CHL","HAR","SWO",9.00
2007,"CHL","LHP","SWO",1.00
2007,"CHL","LL","SWO",1874.00
2007,"CHL","LTL","SWO",1.00
2007,"CHL","OTR","SWO",1.00
2007,"CHL","UNK","BET",37.00
2007,"CHL","UNK","BIL",15.00
2007,"CHL","UNK","DOX",347.00
2007,"CHL","UNK","YFT",76.00
2007,"CHN","LL","ALB",76.00
2007,"CHN","LL","BET",2324.00
2007,"CHN","LL","BIL",27.00
2007,"CHN","LL","MZZ",64.00
2007,"CHN","LL","SWO",171.00
2007,"CHN","LL","YFT",224.00
2007,"CRI","LL","BET",15.00
2007,"CRI","LL","BUM",596.00
2007,"CRI","LL","DOX",2337.00
2007,"CRI","LL","MLS",291.00
2007,"CRI","LL","MZZ",0.00
2007,"CRI","LL","SFA",910.00
2007,"CRI","LL","SKH",2422.00
2007,"CRI","LL","SWO",242.00
2007,"CRI","LL","YFT",1204.00
2007,"ECU","LL","BET",8.00
2007,"ECU","LL","BIL",1064.00
2007,"ECU","LL","BKJ",2.00
2007,"ECU","LL","BZX",2.00
2007,"ECU","LL","DOX",3925.00
2007,"ECU","LL","MLS",262.00
2007,"ECU","LL","MZZ",54.00
2007,"ECU","LL","SFA",102.00
2007,"ECU","LL","SKH",1656.00
2007,"ECU","LL","SKJ",131.00
2007,"ECU","LL","SRX",2.00
2007,"ECU","LL","SWO",49.00
2007,"ECU","LL","YFT",288.00
2007,"ECU","PS","BET",40445.00
2007,"ECU","PS","BIL",2.00
2007,"ECU","PS","BKJ",707.00
2007,"ECU","PS","BLM",29.00
2007,"ECU","PS","BUM",62.00
2007,"ECU","PS","BZX",1361.00
2007,"ECU","PS","CGX",6.00
2007,"ECU","PS","DOX",760.00
2007,"ECU","PS","MLS",11.00
2007,"ECU","PS","MZZ",648.00
2007,"ECU","PS","SFA",0.00
2007,"ECU","PS","SKH",22.00
2007,"ECU","PS","SKJ",93553.00
2007,"ECU","PS","SRX",0.00
2007,"ECU","PS","SSP",1.00
2007,"ECU","PS","SWO",1.00
2007,"ECU","PS","TUN",14.00
2007,"ECU","PS","YFT",19749.00
2007,"EU (ESP)","LL","SWO",5256.00
2007,"EU (ESP)","PS","BET",711.00
2007,"EU (ESP)","PS","BIL",1.00
2007,"EU (ESP)","PS","BLM",1.00
2007,"EU (ESP)","PS","BUM",5.00
2007,"EU (ESP)","PS","CGX",0.00
2007,"EU (ESP)","PS","DOX",36.00
2007,"EU (ESP)","PS","MLS",0.00
2007,"EU (ESP)","PS","MZZ",10.00
2007,"EU (ESP)","PS","SKH",0.00
2007,"EU (ESP)","PS","SKJ",2879.00
2007,"EU (ESP)","PS","SRX",0.00
2007,"EU (ESP)","PS","YFT",2631.00
2007,"FRA (PYF)","LL","ALB",2962.00
2007,"FRA (PYF)","LL","BET",361.00
2007,"FRA (PYF)","LL","BLM",0.00
2007,"FRA (PYF)","LL","BUM",245.00
2007,"FRA (PYF)","LL","DOX",82.00
2007,"FRA (PYF)","LL","MLS",104.00
2007,"FRA (PYF)","LL","MZZ",531.00
2007,"FRA (PYF)","LL","SFA",2.00
2007,"FRA (PYF)","LL","SKH",14.00
2007,"FRA (PYF)","LL","SKJ",22.00
2007,"FRA (PYF)","LL","SSP",8.00
2007,"FRA (PYF)","LL","SWO",51.00
2007,"FRA (PYF)","LL","YFT",408.00
2007,"FRA (PYF)","UNK","ALB",87.00
2007,"FRA (PYF)","UNK","BUM",106.00
2007,"FRA (PYF)","UNK","DOX",272.00
2007,"FRA (PYF)","UNK","MLS",6.00
2007,"FRA (PYF)","UNK","MZZ",114.00
2007,"FRA (PYF)","UNK","SKJ",713.00
2007,"FRA (PYF)","UNK","YFT",406.00
2007,"GTM","LL","BIL",3.00
2007,"GTM","LL","DOX",5.00
2007,"GTM","LL","SKH",140.00
2007,"GTM","LL","SWO",0.00
2007,"JPN","LL","ALB",1923.00
2007,"JPN","LL","BET",13977.00
2007,"JPN","LL","BLM",15.00
2007,"JPN","LL","BUM",644.00
2007,"JPN","LL","MLS",519.00
2007,"JPN","LL","PBF",0.00
2007,"JPN","LL","SFA",3.00
2007,"JPN","LL","SKJ",33.00
2007,"JPN","LL","SSP",224.00
2007,"JPN","LL","SWO",1620.00
2007,"JPN","LL","YFT",4582.00
2007,"KOR","LL","ALB",73.00
